"id_pelanggan","tanggal_transaksi","jumlah"
1022,"2024-01-02","72500"
1024,"2024-01-02","94500"
1025,"2024-01-02","60000"
1026,"2024-01-02","194000"
1035,"2024-01-02","60500"
1039,"2024-01-02","152000"
1042,"2024-01-02","103000"
1056,"2024-01-02","85500"
1059,"2024-01-02","102000"
1062,"2024-01-02","113000"
1065,"2024-01-02","81000"
1066,"2024-01-02","98500"
1067,"2024-01-02","185500"
1076,"2024-01-02","61000"
1078,"2024-01-02","66000"
1079,"2024-01-02","102000"
1081,"2024-01-02","75500"
1083,"2024-01-02","82000"
1084,"2024-01-02","85500"
1085,"2024-01-02","97500"
1086,"2024-01-02","105000"
1087,"2024-01-02","175500"
1088,"2024-01-02","83500"
1094,"2024-01-02","116000"
1099,"2024-01-02","99000"
1103,"2024-01-02","84000"
1107,"2024-01-02","107500"
1110,"2024-01-02","86500"
1114,"2024-01-02","112500"
1117,"2024-01-02","88000"
1119,"2024-01-02","72500"
1123,"2024-01-02","87500"
1124,"2024-01-02","101000"
1137,"2024-01-02","157500"
1140,"2024-01-02","75000"
1142,"2024-01-02","98500"
1143,"2024-01-02","65000"
1144,"2024-01-02","99000"
1145,"2024-01-02","103500"
1148,"2024-01-02","76000"
1152,"2024-01-02","103500"
1154,"2024-01-02","117500"
1155,"2024-01-02","48000"
1166,"2024-01-02","183500"
1167,"2024-01-02","269500"
1170,"2024-01-02","97500"
1179,"2024-01-02","155000"
1187,"2024-01-02","61500"
1200,"2024-01-02","153500"
1205,"2024-01-02","198000"
1206,"2024-01-02","110000"
1208,"2024-01-02","98500"
1209,"2024-01-02","88500"
1211,"2024-01-02","87000"
1214,"2024-01-02","102000"
1215,"2024-01-02","215000"
1217,"2024-01-02","90000"
1219,"2024-01-02","170500"
1223,"2024-01-02","101500"
1228,"2024-01-02","93000"
1231,"2024-01-02","79000"
1234,"2024-01-02","84000"
1236,"2024-01-02","140500"
1244,"2024-01-02","87500"
1250,"2024-01-02","82500"
1255,"2024-01-02","187500"
1257,"2024-01-02","85500"
1258,"2024-01-02","52500"
1265,"2024-01-02","69500"
1268,"2024-01-02","54000"
1273,"2024-01-02","89000"
1275,"2024-01-02","156500"
1279,"2024-01-02","83500"
1281,"2024-01-02","72000"
1283,"2024-01-02","110000"
1287,"2024-01-02","86500"
1294,"2024-01-02","104000"
1295,"2024-01-02","77000"
1297,"2024-01-02","242000"
1299,"2024-01-02","94500"
1301,"2024-01-02","68000"
1303,"2024-01-02","61500"
1308,"2024-01-02","87000"
1310,"2024-01-02","112500"
1314,"2024-01-02","183500"
1318,"2024-01-02","185000"
1320,"2024-01-02","67000"
1321,"2024-01-02","77500"
1322,"2024-01-02","106500"
1325,"2024-01-02","92500"
1331,"2024-01-02","57000"
1332,"2024-01-02","68000"
1333,"2024-01-02","78000"
1337,"2024-01-02","82000"
1338,"2024-01-02","85000"
1353,"2024-01-02","112500"
1354,"2024-01-02","275500"
1356,"2024-01-02","166000"
1357,"2024-01-02","81000"
1358,"2024-01-02","159500"
1359,"2024-01-02","111500"
1364,"2024-01-02","49000"
1366,"2024-01-02","101500"
1367,"2024-01-02","95500"
1371,"2024-01-02","69500"
1381,"2024-01-02","103500"
1382,"2024-01-02","78500"
1389,"2024-01-02","105500"
1390,"2024-01-02","231500"
1392,"2024-01-02","84000"
1395,"2024-01-02","90500"
1400,"2024-01-02","98500"
1401,"2024-01-02","78500"
1406,"2024-01-02","98500"
1407,"2024-01-02","92500"
1412,"2024-01-02","68000"
1420,"2024-01-02","63500"
1422,"2024-01-02","118500"
1425,"2024-01-02","148000"
2,"2024-01-03","203500"
5,"2024-01-03","91500"
9,"2024-01-03","147000"
12,"2024-01-03","88000"
17,"2024-01-03","173000"
18,"2024-01-03","163500"
19,"2024-01-03","85000"
21,"2024-01-03","190000"
23,"2024-01-03","203000"
29,"2024-01-03","106000"
31,"2024-01-03","98500"
33,"2024-01-03","77500"
34,"2024-01-03","70000"
35,"2024-01-03","86000"
37,"2024-01-03","65000"
44,"2024-01-03","151000"
47,"2024-01-03","85500"
48,"2024-01-03","161500"
49,"2024-01-03","285000"
53,"2024-01-03","74000"
54,"2024-01-03","139000"
55,"2024-01-03","101500"
56,"2024-01-03","202000"
60,"2024-01-03","193000"
61,"2024-01-03","70500"
63,"2024-01-03","115500"
64,"2024-01-03","102500"
71,"2024-01-03","114500"
81,"2024-01-03","189500"
82,"2024-01-03","104000"
83,"2024-01-03","81000"
84,"2024-01-03","268500"
85,"2024-01-03","153000"
86,"2024-01-03","86000"
87,"2024-01-03","139000"
88,"2024-01-03","87500"
89,"2024-01-03","194000"
91,"2024-01-03","167500"
99,"2024-01-03","220000"
102,"2024-01-03","54500"
104,"2024-01-03","102500"
105,"2024-01-03","40500"
106,"2024-01-03","182000"
107,"2024-01-03","179000"
110,"2024-01-03","83000"
111,"2024-01-03","84000"
113,"2024-01-03","83000"
116,"2024-01-03","133000"
120,"2024-01-03","105000"
121,"2024-01-03","84500"
122,"2024-01-03","119000"
124,"2024-01-03","160500"
125,"2024-01-03","100000"
128,"2024-01-03","218000"
130,"2024-01-03","85000"
131,"2024-01-03","89500"
133,"2024-01-03","94000"
135,"2024-01-03","67000"
137,"2024-01-03","93000"
138,"2024-01-03","87500"
143,"2024-01-03","97500"
144,"2024-01-03","295000"
148,"2024-01-03","157500"
149,"2024-01-03","91000"
150,"2024-01-03","81500"
151,"2024-01-03","192500"
155,"2024-01-03","84000"
159,"2024-01-03","205500"
161,"2024-01-03","90500"
168,"2024-01-03","79000"
169,"2024-01-03","71000"
172,"2024-01-03","65000"
173,"2024-01-03","78000"
180,"2024-01-03","51000"
181,"2024-01-03","83000"
186,"2024-01-03","97500"
191,"2024-01-03","170500"
192,"2024-01-03","103500"
193,"2024-01-03","79000"
196,"2024-01-03","92000"
198,"2024-01-03","90000"
199,"2024-01-03","75000"
210,"2024-01-03","85000"
212,"2024-01-03","149000"
215,"2024-01-03","165000"
218,"2024-01-03","43500"
222,"2024-01-03","108000"
223,"2024-01-03","166000"
224,"2024-01-03","175000"
231,"2024-01-03","94000"
235,"2024-01-03","72000"
245,"2024-01-03","88500"
248,"2024-01-03","178500"
249,"2024-01-03","89500"
251,"2024-01-03","78000"
252,"2024-01-03","308000"
253,"2024-01-03","90500"
255,"2024-01-03","84500"
257,"2024-01-03","97000"
262,"2024-01-03","90000"
263,"2024-01-03","83000"
264,"2024-01-03","79500"
267,"2024-01-03","72000"
268,"2024-01-03","173000"
269,"2024-01-03","425000"
271,"2024-01-03","191500"
273,"2024-01-03","166500"
279,"2024-01-03","61500"
284,"2024-01-03","84500"
287,"2024-01-03","292000"
292,"2024-01-03","90000"
294,"2024-01-03","99500"
298,"2024-01-03","87000"
299,"2024-01-03","154500"
306,"2024-01-03","65500"
310,"2024-01-03","56500"
315,"2024-01-03","69000"
316,"2024-01-03","70500"
322,"2024-01-03","75500"
323,"2024-01-03","192500"
326,"2024-01-03","87000"
329,"2024-01-03","66000"
331,"2024-01-03","105500"
332,"2024-01-03","175500"
337,"2024-01-03","103500"
343,"2024-01-03","69000"
347,"2024-01-03","89500"
351,"2024-01-03","53500"
363,"2024-01-03","87500"
368,"2024-01-03","67000"
370,"2024-01-03","85000"
373,"2024-01-03","85500"
378,"2024-01-03","76000"
379,"2024-01-03","71000"
381,"2024-01-03","71000"
382,"2024-01-03","159500"
383,"2024-01-03","87500"
384,"2024-01-03","89500"
386,"2024-01-03","104500"
387,"2024-01-03","82000"
391,"2024-01-03","105500"
392,"2024-01-03","93000"
393,"2024-01-03","77500"
394,"2024-01-03","167500"
395,"2024-01-03","97500"
396,"2024-01-03","79000"
397,"2024-01-03","161500"
398,"2024-01-03","207500"
400,"2024-01-03","60000"
403,"2024-01-03","138500"
415,"2024-01-03","94000"
417,"2024-01-03","62500"
419,"2024-01-03","55500"
421,"2024-01-03","91500"
425,"2024-01-03","69000"
426,"2024-01-03","159500"
429,"2024-01-03","166000"
430,"2024-01-03","71000"
435,"2024-01-03","97500"
438,"2024-01-03","74500"
439,"2024-01-03","70000"
442,"2024-01-03","79500"
445,"2024-01-03","69500"
446,"2024-01-03","151500"
449,"2024-01-03","98000"
454,"2024-01-03","88000"
456,"2024-01-03","103500"
